obsid,paperid,pobsid,Authors,Preferred,CorrelationCoefficient,StandardError,Tstatistic,CorrectionFactor,CorrelationCoefficientCorrected,coeffmed,StandardErrorCorrected,TstatisticCorrected,Observations,DegreesofFreedom,NumberofCountries,YNCorrected,TaxType,Statutory,EATR,EMTR,ATR,CorpTaxStructure,CrossSection,IntraNational,USAonly,CountryFixedEffects,DataOECDCountries,DataNonOECDcountries,DataMixofCountries,NoGDPpercapita,OLS,PMG,SURE,GMM,IV,OtherEstimator,TacklingEndogeneity,JournalName,YearofPublication,JournalImpactFactor,ReviewedJournal,Citations,AuthorOECDaffiliation,TotalTaxRevenues,GovernmentSpending,NoOtherTaxVariables,LongRunExplicit,ShortRunExplicit,HorizonOther
184,14,10,Forbin 2011,0,0.021,0.127272727,0.165,1,0.021,0.021,0.127272727,0.165,59,55,1,1,Statutory,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,J_nk_ping University student paper,2011,0.0001,0,3,0,0,1,1,0,1,0
185,14,11,Forbin 2011,0,0.054,0.120267261,0.449,1,0.054,,0.120267261,0.449,58,54,1,1,Statutory,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,J_nk_ping University student paper,2011,0.0001,0,3,0,0,1,1,0,1,0
186,14,12,Forbin 2011,0,-0.174,0.114549045,-1.519,1,-0.174,,0.114549045,-1.519,57,53,1,1,Statutory,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,J_nk_ping University student paper,2011,0.0001,0,3,0,0,1,1,0,1,0
187,14,13,Forbin 2011,0,-0.125,0.11682243,-1.07,1,-0.125,,0.11682243,-1.07,56,52,1,1,Statutory,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,J_nk_ping University student paper,2011,0.0001,0,3,0,0,1,1,0,1,0
188,14,14,Forbin 2011,0,0.128,0.116575592,1.098,1,0.128,,0.116575592,1.098,55,51,1,1,Statutory,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,J_nk_ping University student paper,2011,0.0001,0,3,0,0,1,1,0,1,0
189,14,15,Forbin 2011,0,0.047,0.123684211,0.38,1,0.047,,0.123684211,0.38,54,50,1,1,Statutory,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,J_nk_ping University student paper,2011,0.0001,0,3,0,0,1,1,0,1,0
190,14,16,Forbin 2011,0,-0.018,0.026200873,-0.687,1,-0.018,,0.026200873,-0.687,54,50,1,1,Statutory,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,J_nk_ping University student paper,2011,0.0001,0,3,0,0,1,1,1,0,0
191,15,1,Gale et al. 2015,1,7.94,2.85,2.785964912,0.01025641,0.081435897,,0.029230769,2.785964912,288,218,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,National Tax Journal,2015,0.74,1,76,0,0,0,0,0,1,0
192,15,2,Gale et al. 2015,0,7.93,3.14,2.525477707,0.01025641,0.081333333,,0.032205128,2.525477707,276,206,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,National Tax Journal,2015,0.74,1,76,0,0,0,0,0,1,0
193,15,3,Gale et al. 2015,0,7.98,3.05,2.616393443,0.01025641,0.081846154,,0.031282051,2.616393443,276,206,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,National Tax Journal,2015,0.74,1,76,0,0,0,0,0,1,0
194,15,4,Gale et al. 2015,1,1.27,2.74,0.46350365,0.01025641,0.013025641,0.013025641,0.028102564,0.46350365,288,218,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,National Tax Journal,2015,0.74,1,76,0,0,0,0,1,0,0
195,15,5,Gale et al. 2015,0,1.1,2.94,0.37414966,0.01025641,0.011282051,,0.030153846,0.37414966,276,206,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,National Tax Journal,2015,0.74,1,76,0,0,0,0,1,0,0
196,15,6,Gale et al. 2015,0,1.1,3.05,0.360655738,0.01025641,0.011282051,,0.031282051,0.360655738,276,206,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,National Tax Journal,2015,0.74,1,76,0,0,0,0,1,0,0
197,16,1,Gemmel et al. 2014,1,-0.02,0.007352941,-2.72,1,-0.02,,0.007352941,-2.72,420,396,15,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Canadian Journal of Economics,2014,0.582,1,55,0,0,1,0,1,0,0
198,16,2,Gemmel et al. 2014,0,-0.019,0.007883817,-2.41,1,-0.019,,0.007883817,-2.41,420,395,15,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Canadian Journal of Economics,2014,0.582,1,55,0,0,1,0,1,0,0
199,16,3,Gemmel et al. 2014,0,-0.021,0.006542056,-3.21,1,-0.021,,0.006542056,-3.21,416,389,15,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Canadian Journal of Economics,2014,0.582,1,55,0,0,1,0,1,0,0
200,16,4,Gemmel et al. 2014,0,-0.033,0.009939759,-3.32,1,-0.033,,0.009939759,-3.32,420,394,15,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Canadian Journal of Economics,2014,0.582,1,55,0,0,1,0,1,0,0
201,16,5,Gemmel et al. 2014,0,-0.027,0.014210526,-1.9,1,-0.027,,0.014210526,-1.9,416,387,15,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Canadian Journal of Economics,2014,0.582,1,55,0,0,1,0,1,0,0
202,16,6,Gemmel et al. 2014,0,-0.024,0.008510638,-2.82,1,-0.024,-0.024,0.008510638,-2.82,431,407,15,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Canadian Journal of Economics,2014,0.582,1,55,0,0,1,0,1,0,0
203,16,7,Gemmel et al. 2014,0,-0.037,0.010192837,-3.63,1,-0.037,,0.010192837,-3.63,422,395,15,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Canadian Journal of Economics,2014,0.582,1,55,0,0,1,0,1,0,0
204,16,8,Gemmel et al. 2014,0,-0.024,0.008633094,-2.78,1,-0.024,,0.008633094,-2.78,431,408,15,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Canadian Journal of Economics,2014,0.582,1,55,0,0,1,0,1,0,0
205,16,9,Gemmel et al. 2014,0,-0.029,0.009235669,-3.14,1,-0.029,,0.009235669,-3.14,422,397,15,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Canadian Journal of Economics,2014,0.582,1,55,0,0,1,0,1,0,0
206,16,10,Gemmel et al. 2014,0,-0.035,0.018918919,-1.85,1,-0.035,,0.018918919,-1.85,416,388,15,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Canadian Journal of Economics,2014,0.582,1,55,0,0,1,0,1,0,0
207,16,11,Gemmel et al. 2014,0,-0.022,0.007482993,-2.94,1,-0.022,,0.007482993,-2.94,416,390,15,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Canadian Journal of Economics,2014,0.582,1,55,0,0,1,0,1,0,0
208,16,12,Gemmel et al. 2014,0,-0.003,0.007142857,-0.42,1,-0.003,,0.007142857,-0.42,416,390,15,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Canadian Journal of Economics,2014,0.582,1,55,0,0,1,0,1,0,0
209,16,13,Gemmel et al. 2014,0,-0.028,0.010687023,-2.62,1,-0.028,,0.010687023,-2.62,416,389,15,1,Statutory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Canadian Journal of Economics,2014,0.582,1,55,0,0,1,0,1,0,0
210,16,14,Gemmel et al. 2014,0,-0.035,0.022012579,-1.59,0.625,-0.021875,,0.013757862,-1.59,278,255,12,1,EMTR,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Canadian Journal of Economics,2014,0.582,1,55,0,0,1,0,1,0,0
211,16,15,Gemmel et al. 2014,0,0.003,0.023076923,0.13,0.625,0.001875,,0.014423077,0.13,278,255,12,1,EMTR,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Canadian Journal of Economics,2014,0.582,1,55,0,0,1,0,1,0,0
212,17,1,Goetz et al. 2011,1,-0.005,0.007692308,-0.65,14.28571429,-0.071428571,-0.071428571,0.10989011,-0.65,1,39,1,1,Statutory,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,Environment and Planning C: Government and Policy,2011,2.601,1,59,0,0,0,0,1,0,0
213,18,1,Goff et al. 2012,0,-0.366,0.406666667,-0.9,0.029615385,-0.010839231,-0.010839231,0.01204359,-0.9,1,39,1,1,Statutory,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,Contemporary Economic Policy,2012,1.087,1,23,0,0,0,0,1,0,0
214,18,2,Goff et al. 2012,0,0.12,0.126315789,0.95,0.029615385,0.003553846,,0.003740891,0.95,1,37,1,1,Statutory,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,Contemporary Economic Policy,2012,1.087,1,23,0,0,0,0,1,0,0
215,18,3,Goff et al. 2012,0,-0.44,0.423076923,-1.04,0.029615385,-0.013030769,,0.012529586,-1.04,1,29,1,1,Statutory,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,Contemporary Economic Policy,2012,1.087,1,23,0,0,0,0,1,0,0
216,18,4,Goff et al. 2012,0,0.15,0.145631068,1.03,0.029615385,0.004442308,,0.00431292,1.03,1,30,1,1,Statutory,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,Contemporary Economic Policy,2012,1.087,1,23,0,0,0,0,1,0,0
217,18,5,Goff et al. 2012,1,-0.21,0.22826087,-0.92,0.029615385,-0.006219231,,0.006760033,-0.92,1,42,1,1,Statutory,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,Contemporary Economic Policy,2012,1.087,1,23,0,0,0,0,1,0,0
218,18,6,Goff et al. 2012,1,-0.6,0.638297872,-0.94,0.029615385,-0.017769231,,0.018903437,-0.94,1,43,1,1,Statutory,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,Contemporary Economic Policy,2012,1.087,1,23,0,0,0,0,1,0,0
219,18,7,Goff et al. 2012,1,-0.79,0.537414966,-1.47,0.029615385,-0.023396154,,0.015915751,-1.47,1,19,1,1,Statutory,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,Contemporary Economic Policy,2012,1.087,1,23,0,0,0,0,1,0,0
220,19,1,Grdinic et al. 2017,1,-0.05,0.023148148,-2.16,0.022482014,-0.001124101,-0.001124101,0.000520417,-2.16,397,342,20,1,ATR,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Ekonomicky casopis,2017,0.0001,1,10,0,1,0,0,1,0,0
221,19,2,Grdinic et al. 2017,0,-0.117,0.092125984,-1.27,0.022482014,-0.002630396,,0.002071178,-1.27,397,342,20,1,ATR,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,Ekonomicky casopis,2017,0.0001,1,10,0,1,0,0,1,0,0
222,19,3,Grdinic et al. 2017,0,-0.056,0.037583893,-1.49,0.022482014,-0.001258993,,0.000844962,-1.49,397,342,20,1,ATR,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,Ekonomicky casopis,2017,0.0001,1,10,0,1,0,0,1,0,0
223,19,4,Grdinic et al. 2017,1,0.023,0.010747664,2.14,0.022482014,0.000517086,,0.000241629,2.14,397,342,20,1,ATR,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Ekonomicky casopis,2017,0.0001,1,10,0,1,0,0,0,0,1
224,19,5,Grdinic et al. 2017,0,0.041,0.017299578,2.37,0.022482014,0.000921763,,0.000388929,2.37,397,342,20,1,ATR,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,Ekonomicky casopis,2017,0.0001,1,10,0,1,0,0,0,0,1
225,19,6,Grdinic et al. 2017,0,0.009,0.005696203,1.58,0.022482014,0.000202338,,0.000128062,1.58,397,342,20,1,ATR,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,Ekonomicky casopis,2017,0.0001,1,10,0,1,0,0,0,0,1
226,20,1,Hunady and Orviska 2015,0,0.43,0.097285068,4.42,1,-0.12,,0.167601311,-0.715984852,306,269,26,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Timisoara Journal of Economics and Business,2015,0.0001,1,9,0,0,0,1,0,0,1
227,20,2,Hunady and Orviska 2015,0,0.8,0.331950207,2.41,0.909090909,-0.174181818,,0.469097212,-0.37131284,306,269,26,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Timisoara Journal of Economics and Business,2015,0.0001,1,9,0,0,0,1,0,0,1
228,20,3,Hunady and Orviska 2015,-1,0.12,0.0625,1.92,0.909090909,0.109090909,,0.056818182,1.92,263,230,26,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Timisoara Journal of Economics and Business,2015,0.0001,1,9,0,0,0,1,0,0,1
229,20,4,Hunady and Orviska 2015,0,0.8928,0.304709898,2.93,0.909090909,0.031878182,,0.387348945,0.082298357,263,229,26,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Timisoara Journal of Economics and Business,2015,0.0001,1,9,0,0,0,1,0,0,1
230,20,5,Hunady and Orviska 2015,1,0.5069,0.199566929,2.54,1,0.0614,,0.283659922,0.21645638,263,229,26,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Timisoara Journal of Economics and Business,2015,0.0001,1,9,0,0,0,1,0,0,1
231,20,6,Hunady and Orviska 2015,0,0.13,0.145903479,0.891,0.909090909,-0.332545455,,0.246446814,-1.349359927,263,232,26,1,EATR,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Timisoara Journal of Economics and Business,2015,0.0001,1,9,0,0,0,1,0,0,1
232,20,7,Hunady and Orviska 2015,0,0.26,0.110169492,2.36,1,-0.29,,0.178109714,-1.628209906,263,232,26,1,Statutory,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Timisoara Journal of Economics and Business,2015,0.0001,1,9,0,0,0,1,0,0,1
233,20,8,Hunady and Orviska 2015,0,0.95,0.288753799,3.29,0.909090909,-0.037818182,,0.36673251,-0.103121978,263,207,26,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Timisoara Journal of Economics and Business,2015,0.0001,1,9,0,0,0,1,0,0,1
234,20,9,Hunady and Orviska 2015,0,0.62,0.194357367,3.19,1,-0.48,,0.355593013,-1.349857793,263,206,26,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Timisoara Journal of Economics and Business,2015,0.0001,1,9,0,0,0,1,0,0,1
235,20,10,Hunady and Orviska 2015,0,0.6919,0.2035,3.4,0.909090909,0.006996364,0.006996364,0.27485151,0.025455067,263,229,26,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Timisoara Journal of Economics and Business,2015,0.0001,1,9,0,0,0,1,0,0,1
236,20,11,Hunady and Orviska 2015,0,0.3511,0.097527778,3.6,1,0.0431,,0.138995223,0.3100826,263,229,26,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Timisoara Journal of Economics and Business,2015,0.0001,1,9,0,0,0,1,0,0,1
237,20,12,Hunady and Orviska 2015,0,0.8475,0.368478261,2.3,0.909090909,0.058305455,,0.46789699,0.124611733,263,229,26,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Timisoara Journal of Economics and Business,2015,0.0001,1,9,0,0,0,1,0,0,1
238,20,13,Hunady and Orviska 2015,0,0.4583,0.17972549,2.55,1,0.0733,,0.234347161,0.312783819,263,229,26,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Timisoara Journal of Economics and Business,2015,0.0001,1,9,0,0,0,1,0,0,1
239,21,1,Hungerford 2013,1,0.0809,0.1827,0.442802408,1,0.0809,,0.1827,0.442802408,61,57,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Economic Policy Institute Issue Brief,2013,0.0001,0,16,0,0,1,1,0,0,1
240,21,2,Hungerford 2013,0,0.0049,0.0931,0.052631579,1,0.0049,,0.0931,0.052631579,60,56,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Economic Policy Institute Issue Brief,2013,0.0001,0,16,0,0,1,1,0,0,1
241,21,3,Hungerford 2013,0,0.0529,0.1542,0.34306096,1,0.0529,,0.1542,0.34306096,55,51,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Economic Policy Institute Issue Brief,2013,0.0001,0,16,0,0,1,1,0,0,1
242,21,4,Hungerford 2013,0,-0.1835,0.153,-1.199346405,1,-0.1835,,0.153,-1.199346405,55,42,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Economic Policy Institute Issue Brief,2013,0.0001,0,16,0,0,1,1,0,1,0
243,21,5,Hungerford 2013,0,-0.2861,0.668155947,-0.42819345,1,-0.2861,,0.668155947,-0.42819345,55,42,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Economic Policy Institute Issue Brief,2013,0.0001,0,16,0,0,1,1,1,0,0
244,21,6,Hungerford 2013,1,0.0215,0.0862,0.249419954,0.625,0.0134375,,0.053875,0.249419954,61,57,1,1,EMTR,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Economic Policy Institute Issue Brief,2013,0.0001,0,16,0,0,1,1,0,0,1
245,21,7,Hungerford 2013,0,-0.086,0.0848,-1.014150943,0.625,-0.05375,,0.053,-1.014150943,60,56,1,1,EMTR,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Economic Policy Institute Issue Brief,2013,0.0001,0,16,0,0,1,1,0,0,1
246,21,8,Hungerford 2013,0,0.1125,0.0773,1.455368693,0.625,0.0703125,,0.0483125,1.455368693,55,51,1,1,EMTR,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Economic Policy Institute Issue Brief,2013,0.0001,0,16,0,0,1,1,0,0,1
247,21,9,Hungerford 2013,0,-0.026,0.1294,-0.200927357,0.625,-0.01625,-0.01625,0.080875,-0.200927357,55,42,1,1,EMTR,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Economic Policy Institute Issue Brief,2013,0.0001,0,16,0,0,1,1,0,1,0
248,21,10,Hungerford 2013,0,-0.2762,0.383879356,-0.719496883,0.625,-0.172625,,0.239924598,-0.719496883,55,42,1,1,EMTR,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Economic Policy Institute Issue Brief,2013,0.0001,0,16,0,0,1,1,1,0,0
249,22,1,Hungerford 2018,1,0.0302,0.0844,0.357819905,1,0.0302,,0.0844,0.357819905,66,60,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Challenge,2018,0.0001,1,1,0,0,1,1,0,0,1
250,22,2,Hungerford 2018,0,-0.0555,0.0831,-0.667870036,1,-0.0555,,0.0831,-0.667870036,66,60,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Challenge,2018,0.0001,1,1,0,0,1,1,0,0,1
251,22,3,Hungerford 2018,0,0.0641,0.1046,0.612810707,1,0.0641,,0.1046,0.612810707,66,60,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Challenge,2018,0.0001,1,1,0,0,1,1,0,0,1
252,22,4,Hungerford 2018,0,-0.0689,0.0763,-0.903014417,1,-0.0689,,0.0763,-0.903014417,66,51,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Challenge,2018,0.0001,1,1,0,0,1,1,0,1,0
253,22,5,Hungerford 2018,0,-0.2684,0.357053231,-0.751708643,1,-0.2684,,0.357053231,-0.751708643,66,51,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Challenge,2018,0.0001,1,1,0,0,1,1,1,0,0
254,22,6,Hungerford 2018,1,0.0457,0.055,0.830909091,0.625,0.0457,,0.055,0.830909091,66,60,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Challenge,2018,0.0001,1,1,0,0,1,1,0,0,1
255,22,7,Hungerford 2018,0,0.009,0.0411,0.218978102,0.625,0.009,0.009,0.0411,0.218978102,66,60,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Challenge,2018,0.0001,1,1,0,0,1,1,0,0,1
256,22,8,Hungerford 2018,0,0.044,0.0486,0.905349794,0.625,0.044,,0.0486,0.905349794,66,60,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Challenge,2018,0.0001,1,1,0,0,1,1,0,0,1
257,22,9,Hungerford 2018,0,0.0234,0.098,0.23877551,0.625,0.0234,,0.098,0.23877551,66,51,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Challenge,2018,0.0001,1,1,0,0,1,1,0,1,0
258,22,10,Hungerford 2018,0,-0.3537,0.229128872,-1.543672767,0.625,-0.3537,,0.229128872,-1.543672767,66,51,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Challenge,2018,0.0001,1,1,0,0,1,1,1,0,0
260,24,1,Liu and Martinez-Vazquez 2015,1,-0.45,0.576923077,-0.78,0.08279642,-0.037258389,-0.037258389,0.047767165,-0.78,344,184,150,1,ATR,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,Pacific Economic Review,2015,0.5,1,15,0,1,1,1,1,0,0
261,24,2,Liu and Martinez-Vazquez 2015,0,-0.29,0.5,-0.58,0.08279642,-0.024010962,,0.04139821,-0.58,344,184,150,1,ATR,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,Pacific Economic Review,2015,0.5,1,15,0,1,1,1,1,0,0
262,24,3,Liu and Martinez-Vazquez 2015,0,-0.2,0.066889632,-2.99,1,-0.2,,0.066889632,-2.99,343,183,150,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,Pacific Economic Review,2015,0.5,1,15,0,1,1,1,1,0,0
263,24,4,Liu and Martinez-Vazquez 2015,0,-0.22,0.065281899,-3.37,1,-0.22,,0.065281899,-3.37,343,183,150,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,Pacific Economic Review,2015,0.5,1,15,0,1,1,1,1,0,0
264,25,1,Macek 2014,0,-0.08,0.033898305,-2.36,0.057142857,-0.004571429,,0.001937046,-2.36,330,287,34,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Review of Economic Perspectives,2014,0.0001,1,90,0,0,1,0,0,0,1
265,25,2,Macek 2014,1,-0.04,0.041666667,-0.96,0.057142857,-0.002285714,-0.002285714,0.002380952,-0.96,374,331,34,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Review of Economic Perspectives,2014,0.0001,1,90,0,0,1,0,0,0,1
266,26,1,Martinez-Vazquez and Vulovic 2014,1,-0.028,0.015,-1.866666667,1,-0.028,,0.015,-1.866666667,197,187,28,1,Statutory,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Revista de Economia Mundial,2014,0.0001,1,8,0,1,0,1,1,0,0
267,26,2,Martinez-Vazquez and Vulovic 2014,0,-0.03,0.014,-2.142857143,1,-0.03,,0.014,-2.142857143,197,187,28,1,Statutory,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Revista de Economia Mundial,2014,0.0001,1,8,0,1,0,1,1,0,0
268,26,3,Martinez-Vazquez and Vulovic 2014,0,-0.031,0.017,-1.823529412,1,-0.031,,0.017,-1.823529412,197,187,28,1,Statutory,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Revista de Economia Mundial,2014,0.0001,1,8,0,1,0,1,1,0,0
269,26,4,Martinez-Vazquez and Vulovic 2014,0,-0.05,0.019,-2.631578947,1,-0.05,-0.05,0.019,-2.631578947,197,159,28,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Revista de Economia Mundial,2014,0.0001,1,8,0,1,0,1,1,0,0
270,26,5,Martinez-Vazquez and Vulovic 2014,0,-0.09,0.033,-2.727272727,1,-0.09,,0.033,-2.727272727,197,159,28,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Revista de Economia Mundial,2014,0.0001,1,8,0,1,0,1,1,0,0
271,26,6,Martinez-Vazquez and Vulovic 2014,0,-0.207,0.163,-1.26993865,1,-0.207,,0.163,-1.26993865,37,21,6,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Revista de Economia Mundial,2014,0.0001,1,8,0,1,0,1,1,0,0
272,26,7,Martinez-Vazquez and Vulovic 2014,0,0.057,0.099,0.575757576,1,0.057,,0.099,0.575757576,77,59,8,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Revista de Economia Mundial,2014,0.0001,1,8,0,1,0,1,1,0,0
273,26,8,Martinez-Vazquez and Vulovic 2014,0,-0.1,0.035,-2.857142857,1,-0.1,,0.035,-2.857142857,197,153,28,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Revista de Economia Mundial,2014,0.0001,1,8,0,1,0,1,1,0,0
274,26,9,Martinez-Vazquez and Vulovic 2014,0,-0.319,0.158902486,-2.007520514,1,-0.319,,0.158902486,-2.007520514,197,153,28,1,Statutory,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,Revista de Economia Mundial,2014,0.0001,1,8,0,1,0,1,1,0,0
275,27,1,Milasi and Waldmann 2018,1,0.12,0.098,1.224489796,0.078125,0.009375,,0.00765625,1.224489796,153,112,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,0,0,1,0,0
276,27,2,Milasi and Waldmann 2018,0,0.111,0.084,1.321428571,0.078125,0.008671875,,0.0065625,1.321428571,152,110,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,1,0,1,0,0
